"","indx","cite_text_manual","cite_url_manual","cite_page_manual","cite_text","cite_url","cite_pages","cite_byline","cite_analyst","cite_language","cite_title","cite_docid","cite_author","cite_doctype","cite_docnum","cite_location","cite_date","cite_fielddate","cite_evaluation","cite_publisher","pubyear","pubnonenglish","cite_author.1","author_female","author_age","authorfield_science","authorfield_ethno","authorfield_linguistic","authorfield_education","authorfield_art","authorfield_medicine","authorfield_business","authorfield_religion","authorfield_govt","authorfield_socialscience","authorfield_travel","authorfield_local"
"4093",4093,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","55","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","55","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4094",4094,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","55","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","55","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4095",4095,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","77","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","77","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4096",4096,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4097",4097,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4098",4098,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4099",4099,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","77","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","77","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4100",4100,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4101",4101,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4102",4102,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4103",4103,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","81","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4104",4104,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","82","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","82","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4105",4105,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","87","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","87","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4106",4106,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","88","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","88","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4107",4107,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","92","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","92","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4108",4108,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","92","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","92","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4109",4109,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","92","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","92","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4110",4110,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4111",4111,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4112",4112,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4113",4113,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4114",4114,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4115",4115,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","93","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4116",4116,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","94","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","94","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4117",4117,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","94","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","94","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4118",4118,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","94","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","94","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4119",4119,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4120",4120,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4121",4121,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4122",4122,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
"4123",4123,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.","http://ehrafworldcultures.yale.edu/document?id=ff57-033","97","Charles Keil","Ian Skoggard ; 1996","English","Tiv song","ff57-033","Keil, Charles","Monograph",33,"Benue State, Nigeria","1912-1967","1965-1967","ethnologist","Chicago, Ill.",1979,0,"Keil, Charles",0,40,0,1,0,0,0,0,0,0,0,0,0,0
