indx,ocm,cite_text,cite_url,cite_pages,cite_byline,cite_analyst,cite_language,cite_title,cite_docid,cite_author,cite_doctype,cite_docnum,cite_location,cite_date,cite_fielddate,cite_evaluation,cite_publisher
4115,ARRANGING A MARRIAGE (584); LITERATURE (538); MUSICAL INSTRUMENTS (534); COMMUNITY HEADS (622),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,93,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4116,n/a,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,94,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4117,LITERATURE (538); GRATIFICATION AND CONTROL OF HUNGER (261); HUMOR (522); COMMUNITY HEADS (622); PRAYERS AND SACRIFICES (782); SEXUALITY (831),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,94,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4118,LITERATURE (538); GRATIFICATION AND CONTROL OF HUNGER (261); HUMOR (522); COMMUNITY HEADS (622); PRAYERS AND SACRIFICES (782); SEXUALITY (831),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,94,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4119,ALCOHOLIC BEVERAGES (273); DRINKING ESTABLISHMENTS (275); COMMERCIAL FACILITIES (366),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,97,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4120,ALCOHOLIC BEVERAGES (273); DRINKING ESTABLISHMENTS (275); COMMERCIAL FACILITIES (366),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,97,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4121,ALCOHOLIC BEVERAGES (273); DRINKING ESTABLISHMENTS (275); COMMERCIAL FACILITIES (366),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,97,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4122,ALCOHOLIC BEVERAGES (273); DRINKING ESTABLISHMENTS (275); COMMERCIAL FACILITIES (366),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,97,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4123,ALCOHOLIC BEVERAGES (273); DRINKING ESTABLISHMENTS (275); COMMERCIAL FACILITIES (366),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,97,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4124,DANCE (535),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,97,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4125,"HOUSEHOLD (592); STATUS, ROLE, AND PRESTIGE (554)","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,98,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4126,"HOUSEHOLD (592); STATUS, ROLE, AND PRESTIGE (554)","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,98,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4127,"HOUSEHOLD (592); STATUS, ROLE, AND PRESTIGE (554)","Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,98,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4128,INGROUP ANTAGONISMS (578); LITIGATION (691),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,98,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4129,n/a,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,100,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4130,n/a,"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,100,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4131,POPULATION (161); COMPOSITION OF POPULATION (162); STUDENTS (877),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,100,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4132,REVIEWS AND CRITIQUES (114),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,101,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4133,REVIEWS AND CRITIQUES (114),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,101,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4134,REVIEWS AND CRITIQUES (114),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,101,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4135,REVIEWS AND CRITIQUES (114),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,101,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4136,REVIEWS AND CRITIQUES (114),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,101,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4137,REVIEWS AND CRITIQUES (114),"Keil, Charles. 1979. “Tiv Song.” Chicago, Ill.: The University of Chicago Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-033,101,Charles Keil,Ian Skoggard ; 1996,English,Tiv song,ff57-033,"Keil, Charles",Monograph,33,"Benue State, Nigeria",1912-1967,1965-1967,Ethnologist-5,"Chicago, Ill."
4138,SETTLEMENT PATTERNS (361); PERSONAL NAMES (551); ETHOS (181); PLACE NAMES (103),"Abraham, Roy Clive. 1933. “Tiv People.” Lagos: The Government Printer.",http://ehrafworldcultures.yale.edu/document?id=ff57-003,197,Roy Clive Abraham,MPK ; 1950-1956,English,The Tiv people,ff57-003,"Abraham, Roy Clive","Component part(s), monograph",3,"Benue State, Nigeria",not specified,no date,unknown,Lagos
4139,OCCUPATIONAL SPECIALIZATION (463),"Abraham, Roy Clive. 1933. “Tiv People.” Lagos: The Government Printer.",http://ehrafworldcultures.yale.edu/document?id=ff57-003,197,Roy Clive Abraham,MPK ; 1950-1956,English,The Tiv people,ff57-003,"Abraham, Roy Clive","Component part(s), monograph",3,"Benue State, Nigeria",not specified,no date,unknown,Lagos
4140,OCCUPATIONAL SPECIALIZATION (463),"Abraham, Roy Clive. 1933. “Tiv People.” Lagos: The Government Printer.",http://ehrafworldcultures.yale.edu/document?id=ff57-003,197,Roy Clive Abraham,MPK ; 1950-1956,English,The Tiv people,ff57-003,"Abraham, Roy Clive","Component part(s), monograph",3,"Benue State, Nigeria",not specified,no date,unknown,Lagos
4141,OCCUPATIONAL SPECIALIZATION (463),"Abraham, Roy Clive. 1933. “Tiv People.” Lagos: The Government Printer.",http://ehrafworldcultures.yale.edu/document?id=ff57-003,197,Roy Clive Abraham,MPK ; 1950-1956,English,The Tiv people,ff57-003,"Abraham, Roy Clive","Component part(s), monograph",3,"Benue State, Nigeria",not specified,no date,unknown,Lagos
4142,ARRANGING A MARRIAGE (584),"Akiga, Rupert East, and International Institute Of African Languages And Cultures. 1939. “Akiga’S Story: The Tiv Tribe As Seen By One Of Its Members.” London, New York [etc.]: Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-001,"145, 146",edited and translated by Rupert East,MC ; 1950-1956,English,Akiga's story,ff57-001,"Akiga East, Rupert/=International Institute of African Languages and Cultures","Component part(s), monograph",1,"Benue State, Nigeria",not specified,1916-1936,unknown,London ; New York [etc.]
4143,NUPTIALS (585); GIFT GIVING (431),"Akiga, Rupert East, and International Institute Of African Languages And Cultures. 1939. “Akiga’S Story: The Tiv Tribe As Seen By One Of Its Members.” London, New York [etc.]: Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-001,152,edited and translated by Rupert East,MC ; 1950-1956,English,Akiga's story,ff57-001,"Akiga East, Rupert/=International Institute of African Languages and Cultures","Component part(s), monograph",1,"Benue State, Nigeria",not specified,1916-1936,unknown,London ; New York [etc.]
4144,NUPTIALS (585); VISITING AND HOSPITALITY (574),"Akiga, Rupert East, and International Institute Of African Languages And Cultures. 1939. “Akiga’S Story: The Tiv Tribe As Seen By One Of Its Members.” London, New York [etc.]: Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-001,150,edited and translated by Rupert East,MC ; 1950-1956,English,Akiga's story,ff57-001,"Akiga East, Rupert/=International Institute of African Languages and Cultures","Component part(s), monograph",1,"Benue State, Nigeria",not specified,1916-1936,unknown,London ; New York [etc.]
4145,GENDER STATUS (562); BURIAL PRACTICES AND FUNERALS (764),"Akiga, Rupert East, and International Institute Of African Languages And Cultures. 1939. “Akiga’S Story: The Tiv Tribe As Seen By One Of Its Members.” London, New York [etc.]: Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-001,"331, 332",edited and translated by Rupert East,MC ; 1950-1956,English,Akiga's story,ff57-001,"Akiga East, Rupert/=International Institute of African Languages and Cultures","Component part(s), monograph",1,"Benue State, Nigeria",not specified,1916-1936,unknown,London ; New York [etc.]
4146,ACCULTURATION AND CULTURE CONTACT (177); SPECIAL BURIAL PRACTICES AND FUNERALS (766),"Akiga, Rupert East, and International Institute Of African Languages And Cultures. 1939. “Akiga’S Story: The Tiv Tribe As Seen By One Of Its Members.” London, New York [etc.]: Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-001,"332, 333",edited and translated by Rupert East,MC ; 1950-1956,English,Akiga's story,ff57-001,"Akiga East, Rupert/=International Institute of African Languages and Cultures","Component part(s), monograph",1,"Benue State, Nigeria",not specified,1916-1936,unknown,London ; New York [etc.]
4147,AVOIDANCE AND TABOO (784); BURIAL PRACTICES AND FUNERALS (764),"Bohannan, Laura, and Paul Bohannan. 1953. “Tiv Of Central Nigeria.” Ethnographic Survey Of Africa: Western Africa. London: International African Institute.",http://ehrafworldcultures.yale.edu/document?id=ff57-019,79,Laura and Paul Bohannan,Robert Lee ; 1958,English,The Tiv of central Nigeria,ff57-019,"Bohannan, Laura Bohannan, Paul",Monograph,19,"Benue State, Nigeria",not specified,1949-1952,Ethnologist-5,London
4148,ORATORY (537); SORCERY (754); INFORMAL IN-GROUP JUSTICE (627); LINEAGES (613),"Bohannan, Paul, and Laura Bohannan. 1969. “Source Book On Tiv Religion.” Hraflex Books. Ethnography Series. New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=ff57-030,263,Paul and Laura Bohannan,Dubravka Schmalzbauer ; Sigrid Khera ; 1971-1972,English,A source book on Tiv religion in 5 volumes,ff57-030,"Bohannan, Paul Bohannan, Laura",Monograph,30,"Benue State, Nigeria",not specified,1949-1953,Ethnologists-5,"New Haven, Conn."
4149,"INGROUP ANTAGONISMS (578); BRAWLS, RIOTS, AND BANDITRY (579); LINEAGES (613); INFORMAL IN-GROUP JUSTICE (627); LEGAL AND JUDICIAL PERSONNEL (693); DISTRICTS (634)","Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,144,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4150,INGROUP ANTAGONISMS (578); LINEAGES (613); TERMINATION OF MARRIAGE (586); ADMINISTRATION (429),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,142,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4151,INGROUP ANTAGONISMS (578); JUDICIAL AUTHORITY (692); LEGAL AND JUDICIAL PERSONNEL (693),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,144,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4152,JUDICIAL AUTHORITY (692); INGROUP ANTAGONISMS (578); REPRESENTATIVE ART (532); MUSICAL INSTRUMENTS (534),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,143,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4153,ALCOHOLIC BEVERAGES (273); INGROUP ANTAGONISMS (578); DANCE (535),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,143,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4154,INGROUP ANTAGONISMS (578); LINEAGES (613); TERMINATION OF MARRIAGE (586); ADMINISTRATION (429),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,142,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4155,INGROUP ANTAGONISMS (578); INITIATION OF JUDICIAL PROCEEDINGS (694); LEGAL AND JUDICIAL PERSONNEL (693),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,143,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4156,INGROUP ANTAGONISMS (578); LITIGATION (691); OFFENSES AGAINST THE PERSON (683),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,143,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4157,INGROUP ANTAGONISMS (578); TRIAL PROCEDURE (695),"Bohannan, Paul. 1968. “Justice And Judgment Among The Tiv.” Published for the International African Institute by the Oxford University Press.",http://ehrafworldcultures.yale.edu/document?id=ff57-031,144,Paul Bohannan,Ian Skoggard ; 1996,English,Justice and judgment among the Tiv,ff57-031,"Bohannan, Paul",Monograph,31,"Benue State, Nigeria",1907-1953,1949-1953,Ethnologist-5,"London, New York [etc.]"
4158,COMMUNITY COUNCILS (623); HISTORY (175),"Bohannan, Paul, and Laura Bohannan. 1958. “Three Source Notebooks In Tiv Ethnography.” New Haven, Conn.: Human Relations Area Files.",http://ehrafworldcultures.yale.edu/document?id=ff57-022,82,Paul and Laura Bohannan,Robert Lee ; 1958,English,Three source notebooks in Tiv ethnography,ff57-022,"Bohannan, Paul Bohannan, Laura",Manuscript,22,"Benue State, Nigeria",not specified,1949-1952,Ethnologist-5,"New Haven, Conn."
