indx,singers_sex,singers_leader,singers_dance,audience_dance,religious,trance,ceremony,informal,appear,restrict,mimic,nowords,child_by,child_for,compose,improv,clap,stomp,instrument,cite_text_manual,cite_url_manual,cite_page_manual
4491,.,.,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,320
4492,.,.,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,320
4493,.,1,1,.,0,0,1,0,0,0,0,.,0,1,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,322
4494,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,323
4495,Both sexes,1,1,.,1,0,1,0,1,0,0,.,0,0,.,0,.,1,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,323
4496,Male,.,0,.,0,0,1,0,0,0,0,.,0,0,1,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,353
4497,Both sexes,0,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,357
4498,Both sexes,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,357
4499,.,1,1,.,0,0,1,0,1,0,1,.,0,0,0,0,0,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,357
4500,Both sexes,.,1,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,357
4501,Male,0,.,1,1,1,1,0,1,1,0,.,0,0,0,0,0,0,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,384
4502,Male,1,0,0,1,1,1,0,1,1,0,.,0,0,.,0,.,1,1,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,400
4503,.,.,.,.,1,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,412
4504,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,420
4505,.,.,.,.,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Emmons, George Thornton., and Frederica De Laguna. 1991. “Tlingit Indians.” Anthropological Papers Of The American Museum Of Natural History. Seattle: University of Washington Press ; American Museum of Natural History.",http://ehrafworldcultures.yale.edu/document?id=na12-031,420
4506,.,1,1,1,1,1,0,.,0,0,0,.,0,0,0,0,0,0,1,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,204
4507,.,.,1,.,0,0,0,.,0,1,0,.,0,0,0,0,.,.,0,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,205
4508,.,1,1,1,1,0,.,.,0,0,0,.,0,0,0,0,0,1,0,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,204
4509,.,.,.,.,0,0,.,.,0,0,0,Jibberish,0,0,.,0,.,.,0,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,205
4510,.,.,1,.,0,0,.,.,1,0,0,.,0,0,.,0,.,.,1,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,201
4511,.,.,1,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,201
4512,.,.,.,1,0,0,.,.,0,0,0,.,0,0,.,1,.,.,1,"Baldwin, B. 1945. “Usituma!: Song Of Heaven.” Oceania 15: 201-38.",http://ehrafworldcultures.yale.edu/document?id=ol06-019,216
4513,.,.,1,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Malinowski, Bronislaw. 1922. “Argonauts Of The Western Pacific: An Account Of Native Enterprise And Adventure In The Archipelagoes Of Melanesian New Guinea.” London: George Routledge & Sons, Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-001,291
4514,.,.,1,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Malinowski, Bronislaw. 1922. “Argonauts Of The Western Pacific: An Account Of Native Enterprise And Adventure In The Archipelagoes Of Melanesian New Guinea.” London: George Routledge & Sons, Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-001,"293, 294"
4515,.,.,1,.,0,0,.,.,0,0,0,.,0,0,0,0,.,.,0,"Malinowski, Bronislaw. 1922. “Argonauts Of The Western Pacific: An Account Of Native Enterprise And Adventure In The Archipelagoes Of Melanesian New Guinea.” London: George Routledge & Sons, Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-001,"293, 295, 296"
4516,.,.,.,1,1,0,1,0,0,0,0,.,0,0,0,0,.,.,1,"Malinowski, Bronislaw. 1916. “Baloma: The Spirits Of The Dead In The Trobriand Islands.” Journal Of The Royal Anthropological Institute Of Great Britian And Ireland 46: 353-430.",http://ehrafworldcultures.yale.edu/document?id=ol06-006,381
4517,.,0,.,1,1,0,1,0,0,1,0,.,0,0,.,0,.,.,1,"Malinowski, Bronislaw. 1916. “Baloma: The Spirits Of The Dead In The Trobriand Islands.” Journal Of The Royal Anthropological Institute Of Great Britian And Ireland 46: 353-430.",http://ehrafworldcultures.yale.edu/document?id=ol06-006,"380, 381"
4518,.,.,.,.,0,0,.,.,1,0,0,.,0,0,.,0,.,.,1,"Malinowski, Bronislaw. 1935. “Coral Gardens And Their Magic: A Study Of The Methods Of Tilling The Soil And Of Agricultural Rites In The Trobriand Islands. Vol. One, The Description Of Gardening.” New York: American Book Company.",http://ehrafworldcultures.yale.edu/document?id=ol06-002,214
4519,Both sexes,0,0,0,0,0,.,.,0,0,0,.,0,0,.,0,.,1,0,"Malinowski, Bronislaw. 1929. “Sexual Life Of Savages In Northwestern Melanesia: Vol. 1 And 2.” New York: Horace Liveright.",http://ehrafworldcultures.yale.edu/document?id=ol06-005,"239, 240, 241"
4520,Both sexes,0,0,0,0,0,.,.,0,0,0,.,0,0,.,0,.,1,0,"Malinowski, Bronislaw. 1929. “Sexual Life Of Savages In Northwestern Melanesia: Vol. 1 And 2.” New York: Horace Liveright.",http://ehrafworldcultures.yale.edu/document?id=ol06-005,"239, 240, 241"
4521,Female,0,0,0,0,0,.,.,0,1,0,.,0,0,.,0,0,0,0,"Malinowski, Bronislaw. 1929. “Sexual Life Of Savages In Northwestern Melanesia: Vol. 1 And 2.” New York: Horace Liveright.",http://ehrafworldcultures.yale.edu/document?id=ol06-005,253
4522,Male,0,.,.,0,0,0,.,0,1,0,.,0,0,.,0,.,.,0,"Malinowski, Bronislaw. 1929. “Sexual Life Of Savages In Northwestern Melanesia: Vol. 1 And 2.” New York: Horace Liveright.",http://ehrafworldcultures.yale.edu/document?id=ol06-005,305
4523,.,0,0,.,1,0,1,0,0,1,0,.,0,0,.,0,0,0,0,"Montague, Susan P. 1989. “To Eat For The Dead: Kaduwagan Mortuary Events.” Death Rituals And Life In The Societies Of The Kula Ring, Edited By Frederick H. Damon And Roy Wagner. Dekalb: Northern Illinois University Press.",http://ehrafworldcultures.yale.edu/document?id=ol06-034,32
4524,Male,0,1,1,1,0,1,.,0,1,0,.,0,0,.,0,.,.,0,"Weiner, Annette B. 1988. “Trobrianders Of Papua New Guinea.” Case Studies In Cultural Anthropology. New York: Holt, Rinehart and Winston, Inc.",http://ehrafworldcultures.yale.edu/document?id=ol06-026,"37, 38"
4525,Both sexes,0,.,.,1,0,1,0,0,1,0,.,0,0,.,0,.,.,0,"Weiner, Annette B. 1976. “Women Of Value, Men Of Renown: New Perspectives In Trobriand Exchange.” Austin, Tex.: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=ol06-025,65
4526,Male,.,.,.,1,0,1,.,0,0,0,.,0,0,.,0,.,.,0,"Weiner, Annette B. 1976. “Women Of Value, Men Of Renown: New Perspectives In Trobriand Exchange.” Austin, Tex.: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=ol06-025,65
4527,.,.,0,0,0,0,1,0,0,0,0,.,0,0,.,0,.,.,0,"Seligman, C. G. (Charles Gabriel). 1910. “Northern Massim.” Melanesians Of British New Guinea, By C. G. Seligmann. Cambridge, U.K.: Cambridge University Press.",http://ehrafworldcultures.yale.edu/document?id=ol06-047,727
4528,Female,.,.,.,1,0,.,0,0,1,0,.,0,0,.,0,.,.,0,"Scoditti, Giancarlo M. G. 1989. “Kitawa: A Linguistic And Aesthetic Analysis Of Visual Art In Melanesia.” Approaches To Semiotics. Berlin: Mouton de Gruyter.",http://ehrafworldcultures.yale.edu/document?id=ol06-032,140
4529,Female,1,0,.,0,0,.,.,1,1,1,.,0,0,.,0,.,0,0,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,173
4530,Female,.,1,.,0,0,.,0,1,1,0,.,0,0,.,0,.,.,0,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,174
4531,Female,.,.,1,0,0,.,0,1,1,0,.,0,0,.,0,.,.,1,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,175
4532,.,.,.,.,0,0,.,.,0,1,0,.,0,0,1,0,.,.,0,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,175
4533,Both sexes,0,.,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,175
4534,Male,0,.,.,0,0,0,.,0,1,0,.,0,0,1,0,.,.,1,"Weiner, Annette B. 1988. “Trobrianders Of Papua New Guinea.” Case Studies In Cultural Anthropology. New York: Holt, Rinehart and Winston, Inc.",http://ehrafworldcultures.yale.edu/document?id=ol06-026,73
4535,.,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Brindley, Marianne. 1984. “Symbolic Role Of Women In Trobriand Gardening.” Miscellanea Anthropologica. Pretoria: University of South Africa.",http://ehrafworldcultures.yale.edu/document?id=ol06-029,39
4536,Male,.,.,.,0,0,1,0,1,0,0,.,1,0,.,0,.,.,0,"Malinowski, Bronislaw. 1929. “Sexual Life Of Savages In Northwestern Melanesia: Vol. 1 And 2.” New York: Horace Liveright.",http://ehrafworldcultures.yale.edu/document?id=ol06-005,264
4537,.,.,.,.,0,0,.,.,0,0,1,.,0,0,.,0,.,.,0,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,174
4538,.,.,1,.,0,0,.,0,0,0,1,.,0,0,.,0,.,.,0,"Silas, Ellis. 1926. “Primitive Arcadia.” London: T. Fisher Unwin Ltd.",http://ehrafworldcultures.yale.edu/document?id=ol06-016,174
4539,Male,0,.,.,1,0,1,0,0,1,0,.,0,0,.,0,.,.,1,"Beierle, John. 1998. “Culture Summary: Tukano.” New Haven, Conn.: HRAF.",http://ehrafworldcultures.yale.edu/document?id=sq19-000,14
4540,Female,.,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,1,"Beierle, John. 1998. “Culture Summary: Tukano.” New Haven, Conn.: HRAF.",http://ehrafworldcultures.yale.edu/document?id=sq19-000,14
4541,Male,0,.,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,58
4542,Male,0,.,.,0,0,1,0,0,0,0,.,0,0,1,1,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"74, 75, 76, 77"
4543,Female,0,.,.,0,0,0,1,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"77, 78"
4544,Female,0,.,.,0,0,0,1,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,78
4545,Male,0,.,.,0,0,0,1,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"79, 80"
4546,Both sexes,0,.,.,0,0,0,1,0,0,0,.,0,0,.,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"80, 81"
4547,Female,0,.,.,0,0,.,.,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"81, 82"
4548,.,1,.,.,1,0,1,0,0,1,0,.,0,0,0,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"82, 83"
4549,.,1,.,.,1,0,1,0,0,1,0,.,0,0,0,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"82, 83"
4550,Female,0,.,.,0,0,.,.,0,0,0,.,0,0,.,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,139
4551,Female,.,.,.,0,0,0,.,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,141
4552,Female,0,.,.,0,0,0,.,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"143, 144"
4553,Female,0,.,.,0,0,0,.,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"146, 147"
4554,Female,0,.,.,0,0,0,.,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,12
4555,Female,0,.,.,0,0,0,.,0,0,0,.,0,0,1,0,.,.,0,"Chernela, Janet Marion. 1993. “Wanano Indians Of The Brazilian Amazon: A Sense Of Space.” Austin: University of Texas Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-018,"143, 144"
4556,.,.,1,.,0,0,1,0,0,0,0,.,0,0,0,0,.,.,0,"Goldman, Irving. 1963. “Cubeo: Indians Of The Northwest Amazon.” Illinois Studies In Anthropology. Urbana , Illinois: University of Illinois Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-005,212
4557,.,.,1,.,0,0,.,.,1,0,0,.,0,0,.,0,.,.,0,"Goldman, Irving. 1963. “Cubeo: Indians Of The Northwest Amazon.” Illinois Studies In Anthropology. Urbana , Illinois: University of Illinois Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-005,222
4558,Both sexes,.,1,.,0,0,1,0,1,0,0,.,0,0,0,0,0,.,1,"Goldman, Irving. 1963. “Cubeo: Indians Of The Northwest Amazon.” Illinois Studies In Anthropology. Urbana , Illinois: University of Illinois Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-005,"225, 226"
4559,Male,0,1,.,0,0,1,0,1,0,0,.,0,0,.,0,.,.,1,"Goldman, Irving. 1963. “Cubeo: Indians Of The Northwest Amazon.” Illinois Studies In Anthropology. Urbana , Illinois: University of Illinois Press.",http://ehrafworldcultures.yale.edu/document?id=sq19-005,240
